run,trial,status,reason,score,metric_version,maximize,validation_rows,source_sha256
jubias-pair-004-analogy-f9fd19d9-60e2-46ca-a494-870de58cddc4,trial0010,eligible,,0.9268522150354142,jubias-continuous-auc-v1,True,90244,a7ddcf12aecbf267594b40843c93acc9deef022a0fb2d63eccca620c98b46f1d
jubias-pair-004-analogy-f9fd19d9-60e2-46ca-a494-870de58cddc4,trial0011,eligible,,0.9303607097997396,jubias-continuous-auc-v1,True,90244,21f06fa5a39e2dbf3dbee16608b445569666d53f1ea11b14bcbc66af6722e635
jubias-pair-004-analogy-f9fd19d9-60e2-46ca-a494-870de58cddc4,trial0012,eligible,,0.9283972295859805,jubias-continuous-auc-v1,True,90244,6e4c734d63eb581f4cc3690e52d4d77fdac324f47690f12d87151a7afcd17b13
jubias-pair-004-analogy-f9fd19d9-60e2-46ca-a494-870de58cddc4,trial0013,eligible,,0.9300643919423567,jubias-continuous-auc-v1,True,90244,db405c7b27749c248a4536e77c4acebe0de26efa5030d7017accc7ac9d2927f3
jubias-pair-004-baseline-0b96a385-1ed1-46ab-a40a-6748936a9a03,trial0001,eligible,,0.9252556592052869,jubias-continuous-auc-v1,True,90244,25611f196e3abcce895203cf3e0c2ff13b46bd97cdbd291d733e9ea15d48d9f7
jubias-pair-004-baseline-0b96a385-1ed1-46ab-a40a-6748936a9a03,trial0002,excluded,not_completed,,,,,
jubias-pair-004-baseline-7cbc6d0e-1c6f-4092-a51e-69d2c716e82c,trial0001,eligible,,0.9293879581356607,jubias-continuous-auc-v1,True,90244,6c64d4a16d0c503238e40c20368f06db25333f55ac168c58e68c2b86c59bd881
jubias-pair-004-baseline-7cbc6d0e-1c6f-4092-a51e-69d2c716e82c,trial0002,eligible,,0.9295433638279614,jubias-continuous-auc-v1,True,90244,1cd850329d5ec22ece8f21dddd04236f7de71f354bb731f814bcac3c9c37ae21
jubias-pair-004-baseline-7cbc6d0e-1c6f-4092-a51e-69d2c716e82c,trial0003,eligible,,0.9296578800574087,jubias-continuous-auc-v1,True,90244,c6251d06a9718a0dd880edff28e843b78bf3adc32e89118160f3ddc9bca22e49
jubias-pair-004-baseline-7cbc6d0e-1c6f-4092-a51e-69d2c716e82c,trial0004,eligible,,0.9301335387647922,jubias-continuous-auc-v1,True,90244,4c2dcc782a53b4dc1b9aafb564ca7ca652bb29a08c3bf982c8f95751e22656a5
jubias-pair-004-baseline-7cbc6d0e-1c6f-4092-a51e-69d2c716e82c,trial0005,eligible,,0.9328310643278843,jubias-continuous-auc-v1,True,90244,0f2a201b663b9569a26597a1f385e7716f8ea567724742a2da7e49354afbd025
jubias-pair-004-baseline-7cbc6d0e-1c6f-4092-a51e-69d2c716e82c,trial0006,eligible,,0.9305725891864948,jubias-continuous-auc-v1,True,90244,a861cf7ac12eb23270d2c824b0c5db0002c98cccdb9472afed4839da7da5de94
jubias-pair-004-baseline-7cbc6d0e-1c6f-4092-a51e-69d2c716e82c,trial0007,eligible,,0.9284441055540724,jubias-continuous-auc-v1,True,90244,af906ea288de66f1967cf32827be647de410cbfeed20f637efbdc83adbae2994
jubias-pair-004-baseline-7cbc6d0e-1c6f-4092-a51e-69d2c716e82c,trial0008,eligible,,0.9301333699064264,jubias-continuous-auc-v1,True,90244,671dec852ccd21e60c6c697091c2c0ba2d7a8d55e8fad1156b4979a176b7889b
jubias-pair-004-baseline-7cbc6d0e-1c6f-4092-a51e-69d2c716e82c,trial0009,eligible,,0.9290623419354693,jubias-continuous-auc-v1,True,90244,1796fd5189ec10d2843e540fac34498cc98fa3680e9cad633916f19fefa6869a
jubias-pair-004-baseline-7cbc6d0e-1c6f-4092-a51e-69d2c716e82c,trial0010,eligible,,0.9304945441704489,jubias-continuous-auc-v1,True,90244,8684be045aa7097b3b4711af3ba99ef9af12e0515ed3f4ab0d77809bdd4e9cc8
jubias-pair-004-baseline-7cbc6d0e-1c6f-4092-a51e-69d2c716e82c,trial0011,eligible,,0.929431127964361,jubias-continuous-auc-v1,True,90244,5b6f92079fe75df55fc31d8db8493eb963f903528e9b4d3460b5a6f0f2b41599
jubias-pair-004-baseline-7cbc6d0e-1c6f-4092-a51e-69d2c716e82c,trial0012,eligible,,0.9293754029043331,jubias-continuous-auc-v1,True,90244,a018511e984c7fa0620cb6f186a885a607167559000efceb8ac0647f2eee7550
jubias-pair-004-baseline-7cbc6d0e-1c6f-4092-a51e-69d2c716e82c,trial0013,eligible,,0.9339415935347811,jubias-continuous-auc-v1,True,90244,8b0e5a9527f0324bda494a19f40de277e1a5de9e8dbeece663b017c14386e015
jubias-pair-004-baseline-7cbc6d0e-1c6f-4092-a51e-69d2c716e82c,trial0014,eligible,,0.9303724167368896,jubias-continuous-auc-v1,True,90244,f44c1e07b5f709a3e57d3d27ab62a6cd6e380b8f3df55b4a0310a84a94c85bd1
jubias-pair-004-baseline-7cbc6d0e-1c6f-4092-a51e-69d2c716e82c,trial0015,eligible,,0.9292614931224055,jubias-continuous-auc-v1,True,90244,fb842fe862ef24e9699d8404e95a377fd613db885046ca427982a8e28ab967bb
jubias-pair-004-baseline-7cbc6d0e-1c6f-4092-a51e-69d2c716e82c,trial0016,eligible,,0.9305927884344865,jubias-continuous-auc-v1,True,90244,e15285042520e1ce5a67cc1d7ad3d3c0446c7b8161920c3d8f2ba9534a119a0e
jubias-pair-005-analogy-221d48b3-c95c-4646-bdd6-924c1fd1d22f,trial0001,excluded,not_completed,,,,,
jubias-pair-005-analogy-63fda2a5-3525-4c7c-b338-70771f48db71,trial0001,eligible,,0.9221997996577689,jubias-continuous-auc-v1,True,90244,2ba439fa3a3763c382303d492969ac9b144a44c3fe3ea5c32cf0966ec08224f3
jubias-pair-005-analogy-63fda2a5-3525-4c7c-b338-70771f48db71,trial0002,eligible,,0.9199738066095571,jubias-continuous-auc-v1,True,90244,1e8d3c56e2b73ebce04d49f3fb7614797a83c7316b0516bb817867cf4ebb2584
jubias-pair-005-analogy-63fda2a5-3525-4c7c-b338-70771f48db71,trial0003,eligible,,0.9215465729320171,jubias-continuous-auc-v1,True,90244,a7e89cde25fdedd55adc852a503a8ba55a0b1b465fa96deffd17693e9503070a
jubias-pair-005-analogy-63fda2a5-3525-4c7c-b338-70771f48db71,trial0004,eligible,,0.9256954826648474,jubias-continuous-auc-v1,True,90244,9c9faf1618a021e637723b7b41272a791df578d93ac7f8c710390a5646a419c4
jubias-pair-005-analogy-63fda2a5-3525-4c7c-b338-70771f48db71,trial0005,eligible,,0.08659625823081404,jubias-continuous-auc-v1,True,90244,2073d45992861f6b01b067966dadfb2d571a11749ec35ec9fe6f7896f3a42dc5
jubias-pair-005-analogy-63fda2a5-3525-4c7c-b338-70771f48db71,trial0006,eligible,,0.9250300185218012,jubias-continuous-auc-v1,True,90244,97e778e6eeb5d64abfa38c07bfc0de72aed0fdbab602763c655296ca2d439f40
jubias-pair-005-analogy-63fda2a5-3525-4c7c-b338-70771f48db71,trial0007,eligible,,0.92570579675108,jubias-continuous-auc-v1,True,90244,9f5d5b081ef92949c3aa2a58a3919b3cfcc9564309c5cefa62733d00c0c4914c
jubias-pair-005-analogy-63fda2a5-3525-4c7c-b338-70771f48db71,trial0008,eligible,,0.9243005427864824,jubias-continuous-auc-v1,True,90244,090f7c6aae0f413ab63c239c26ecea97775dbefbbaec0ec283fa3199c8771374
jubias-pair-005-analogy-63fda2a5-3525-4c7c-b338-70771f48db71,trial0009,eligible,,0.9248443219245003,jubias-continuous-auc-v1,True,90244,8ccb3fcd0d9ffe42e198ec058dd0ac3a017346bc336e12f50d6d77348ed5ae2c
jubias-pair-005-analogy-63fda2a5-3525-4c7c-b338-70771f48db71,trial0010,excluded,not_completed,,,,,
jubias-pair-005-analogy-63fda2a5-3525-4c7c-b338-70771f48db71,trial0011,eligible,,0.9126493108420327,jubias-continuous-auc-v1,True,90244,6b8f29e144291d4bd04cbb7dea43575164461d8faf8753f04a302ca4605361c4
jubias-pair-005-analogy-63fda2a5-3525-4c7c-b338-70771f48db71,trial0012,eligible,,0.9269619479789843,jubias-continuous-auc-v1,True,90244,19c1ee9516418686f8009d329768064432d0563024b89cfa0944ba795f2762d5
