run,candidate_id,stage,parent_id,child_sha256,parent_sha256,evidence,status,reason
jubias-pair-006-analogy-52bf396f-ae55-4c66-8193-32d654b36f85,trial0010,,,1907c59a4a4e165486fff5e1959315b4ae9990d0d47fe0beae29be97facae692,,,missing,invalid_adoption_call_id
jubias-pair-006-analogy-52bf396f-ae55-4c66-8193-32d654b36f85,trial0011,,,f2f3fd5c0457b12243a368f138447dedf222842739f472313897062907f33dce,,,missing,invalid_adoption_call_id
jubias-pair-006-analogy-52bf396f-ae55-4c66-8193-32d654b36f85,trial0012,,,38b120f5424d981b8fb208efcb40c89879a687782912cea9d3dccbc3f209d6e5,,,missing,invalid_adoption_call_id
jubias-pair-006-analogy-52bf396f-ae55-4c66-8193-32d654b36f85,trial0013,,,ad4efdf941b29272f051ff47580ec20522a24b77893207b8383ed19f61ad8e07,,,missing,invalid_adoption_call_id
jubias-pair-006-analogy-52bf396f-ae55-4c66-8193-32d654b36f85,trial0014,,,c1b3568242bd2525185e7b01d890141118487c8107e9054d3c956adc41a46a68,,,missing,invalid_adoption_call_id
jubias-pair-006-analogy-52bf396f-ae55-4c66-8193-32d654b36f85,trial0015,,,d970de0517ee09a7c8117fe7eb8de0e45cf83a8c3c67265715ff655307a14022,,,missing,invalid_adoption_call_id
jubias-pair-006-analogy-89485097-7cf6-488d-b7e9-9e714a821a05,trial0001,,,c17af0b0391508eb60f890a91ca87fb55972c8cd1eb15f19ce87ed592a4329f5,,,missing,invalid_adoption_call_id
jubias-pair-006-analogy-db60581a-f7ec-4c16-83c0-6fbb1379d6d8,trial0001,,,5ac942236eedbc3fe25511f8a83dd7c961da7379ba15d60ade4a6221035d5ecc,,,missing,invalid_adoption_call_id
jubias-pair-006-analogy-db60581a-f7ec-4c16-83c0-6fbb1379d6d8,trial0002,,,6a1919d95595bec17ae2e029646ceeafaf61b48f9769d426d23227cca0f03a20,,,missing,invalid_adoption_call_id
jubias-pair-006-baseline-2ef1b7bc-11e6-451b-ae43-cfc8fe26baa1,trial0001,draft,,dd8f36c706ac72b73bf5c7bf407c123aefcaac8f1b2a674348ca9441d5c7e73e,,results.tsv:initial first trial,verified,
jubias-pair-006-baseline-2ef1b7bc-11e6-451b-ae43-cfc8fe26baa1,trial0002,,,7dd29049823ee55d90612470966aa02df4c06ff0adab41c46e717d3c64f74e76,,,missing,missing_stage_or_parent_evidence
jubias-pair-006-baseline-2ef1b7bc-11e6-451b-ae43-cfc8fe26baa1,trial0003,,,63cf665283dcb68c54f23e160b904ad0826893c035f3c738c0e32a547762db4b,,,missing,missing_stage_or_parent_evidence
jubias-pair-006-baseline-2ef1b7bc-11e6-451b-ae43-cfc8fe26baa1,trial0004,,,0e8661377042dd96ea6fd04ba2c210bbf1102bab64e0e6d94ed12a77872d4624,,,missing,missing_stage_or_parent_evidence
jubias-pair-006-baseline-9c6629d3-6ce1-449a-974f-e7a80dae95ac,trial0001,,,ac74cfeeef3b7fab3565d4f34257ebce5a930d37189f32cc1456f251aa855c44,,,missing,missing_stage_or_parent_evidence
jubias-pair-006-baseline-9c6629d3-6ce1-449a-974f-e7a80dae95ac,trial0002,,,7f96acfef92c3da0805f5cde0150182a86b61bdd7bd8b45d7a25be553e31ed27,,,missing,missing_stage_or_parent_evidence
jubias-pair-006-baseline-9c6629d3-6ce1-449a-974f-e7a80dae95ac,trial0003,,,a2a27569d08ad4f0717ed047191a1b89850259988c1874fa749cebd2013b7112,,,missing,missing_stage_or_parent_evidence
jubias-pair-006-baseline-9c6629d3-6ce1-449a-974f-e7a80dae95ac,trial0004,,,f6fdb37988e0d075012c962068442ed19f2359cf8f2e9f7ffdb29acea4c3cfa7,,,missing,missing_stage_or_parent_evidence
jubias-pair-006-baseline-9c6629d3-6ce1-449a-974f-e7a80dae95ac,trial0005,,,bdab50288705123453e3023e313df93ac64f7a1539d8008be7b32673f3431de9,,,missing,missing_stage_or_parent_evidence
jubias-pair-006-baseline-9c6629d3-6ce1-449a-974f-e7a80dae95ac,trial0006,,,0e075a7188767eb30cb3a5e7c29d5cf6febb38b9784e3a54c47464137139cadb,,,missing,missing_stage_or_parent_evidence
jubias-pair-006-baseline-9c6629d3-6ce1-449a-974f-e7a80dae95ac,trial0007,,,e1398eba18cd68530ca602f68244f599ad32ccf57fdc3c1b7631913410b6d86b,,,missing,missing_stage_or_parent_evidence
jubias-pair-006-baseline-9c6629d3-6ce1-449a-974f-e7a80dae95ac,trial0008,,,1ccb50bbfbb56d94c454526e2c22baa799dceec9400a41f105a6baa931cc291c,,,missing,missing_stage_or_parent_evidence
jubias-pair-006-baseline-9c6629d3-6ce1-449a-974f-e7a80dae95ac,trial0009,,,768d21d1e446ec8a6e52eac93a9a78314d04a1b9603ba1eb3e81fa58eacac3b9,,,missing,missing_stage_or_parent_evidence
jubias-pair-006-baseline-9c6629d3-6ce1-449a-974f-e7a80dae95ac,trial0010,,,c0835c4b6bf8f7e1e4f801e30efc859dc15d3e80de932dad134d7be7b6aad738,,,missing,missing_stage_or_parent_evidence
jubias-pair-006-baseline-9c6629d3-6ce1-449a-974f-e7a80dae95ac,trial0011,,,5d005f8f8ecc1780fcd521a10621f1aaa983d764d8110bff7bfa805959b54557,,,missing,missing_stage_or_parent_evidence
jubias-pair-006-baseline-9c6629d3-6ce1-449a-974f-e7a80dae95ac,trial0012,,,cdb7142d568a797f71c70233481b4f2c5e8b7744aaf10e08c0e112f478d9bcc1,,,missing,missing_stage_or_parent_evidence
jubias-pair-006-baseline-9c6629d3-6ce1-449a-974f-e7a80dae95ac,trial0013,,,edc90c2c71c5e65de64b67e7cf211644846d2403ce16c0b6e8f6167ab5643b62,,,missing,missing_stage_or_parent_evidence
jubias-pair-006-baseline-9c6629d3-6ce1-449a-974f-e7a80dae95ac,trial0014,,,2c1a77e210c397443bce01d414114973d5797f626d5f1a832e9fca3b92d5b33d,,,missing,missing_stage_or_parent_evidence
jubias-pair-006-baseline-9c6629d3-6ce1-449a-974f-e7a80dae95ac,trial0015,,,f1ab35753649e0f43e311bf47ffc0d0d75f96272d0d3ae8a6e2f98207051ba63,,,missing,missing_stage_or_parent_evidence
jubias-pair-006-baseline-9c6629d3-6ce1-449a-974f-e7a80dae95ac,trial0016,,,8d7263f0ff04cb033b2595c2880bb70f629e19b2483658f6f25e804a17eec038,,,missing,missing_stage_or_parent_evidence
jubias-pair-006-baseline-9c6629d3-6ce1-449a-974f-e7a80dae95ac,trial0017,,,f6dc29dac62a36084226b0361e1513563c158dabbe97ea43544bc6ccd58aad8b,,,missing,missing_stage_or_parent_evidence
jubias-pair-006-baseline-9c6629d3-6ce1-449a-974f-e7a80dae95ac,trial0018,,,1366b705df6e1789976d4b1eadf61ec65038d9a4104a4fba9bd74ce10830fb3d,,,missing,missing_stage_or_parent_evidence
